SRA run,Habitat,AvgSpotLen,Bioproject,Instrument,Country,Continent,Geographic coordinates,Latitude,Longitude
SRR7004198,Peatlands,302,PRJNA443510,Illumina HiSeq 2500,Colombia,South America,3.8381 N 73.3194 W,3.8381,-73.3194
SRR7004201,Peatlands,302,PRJNA443513,Illumina HiSeq 2500,Colombia,South America,3.8381 N 73.3194 W,3.8381,-73.3194
SRR7004200,Peatlands,302,PRJNA443515,Illumina HiSeq 2500,Colombia,South America,4.0627 N 73.1950 W,4.0627,-73.195
SRR7004204,Peatlands,302,PRJNA443517,Illumina HiSeq 2500,Colombia,South America,4.0627 N 73.1950 W,4.0627,-73.195
SRR7004334,Peatlands,302,PRJNA443519,Illumina HiSeq 2500,Colombia,South America,4.2396 N 73.2024 W,4.2396,-73.2024
SRR7004335,Peatlands,302,PRJNA443521,Illumina HiSeq 2500,Colombia,South America,4.2396 N 73.2024 W,4.2396,-73.2024
SRR7004340,Peatlands,302,PRJNA443524,Illumina HiSeq 2500,Colombia,South America,3.8381 N 73.3194 W,3.8381,-73.3194
SRR7004341,Peatlands,302,PRJNA443525,Illumina HiSeq 2500,Colombia,South America,3.8381 N 73.3194 W,3.8381,-73.3194
SRR7004337,Peatlands,302,PRJNA443526,Illumina HiSeq 2500,Colombia,South America,4.0627 N 73.1950 W,4.0627,-73.195
SRR7004342,Peatlands,302,PRJNA443527,Illumina HiSeq 2500,Colombia,South America,4.0627 N 73.1950 W,4.0627,-73.195
SRR7004343,Peatlands,302,PRJNA443528,Illumina HiSeq 2500,Colombia,South America,4.0627 N 73.1950 W,4.0627,-73.195
SRR7004344,Peatlands,302,PRJNA443529,Illumina HiSeq 2500,Colombia,South America,4.0627 N 73.1950 W,4.0627,-73.195
SRR7004347,Peatlands,302,PRJNA443531,Illumina HiSeq 2500,Colombia,South America,4.2396 N 73.2024 W,4.2396,-73.2024
SRR7006909,Peatlands,302,PRJNA443533,Illumina HiSeq 2500,Colombia,South America,4.2396 N 73.2024 W,4.2396,-73.2024
SRR10854850,Peatlands,302,PRJNA570310,Illumina NovaSeq 6000,Peru,South America,4.5438 S 74.6258 W,-4.5438,-74.6258
SRR10854858,Peatlands,302,PRJNA570311,Illumina NovaSeq 6000,Peru,South America,4.5438 S 74.6258 W,-4.5438,-74.6258
SRR10854759,Peatlands,302,PRJNA570414,Illumina NovaSeq 6000,Peru,South America,4.0712 S 73.2029 W,-4.0712,-73.2029
SRR10854750,Peatlands,302,PRJNA570415,Illumina NovaSeq 6000,Peru,South America,6.3272 S 74.8136 W,-6.3272,-74.8136
SRR10854783,Peatlands,302,PRJNA570416,Illumina NovaSeq 6000,Peru,South America,6.3272 S 74.8136 W,-6.3272,-74.8136
SRR10854792,Peatlands,302,PRJNA570417,Illumina NovaSeq 6000,Peru,South America,6.3272 S 74.8136 W,-6.3272,-74.8136
SRR10854808,Peatlands,302,PRJNA570419,Illumina NovaSeq 6000,Peru,South America,6.3272 S 74.8136 W,-6.3272,-74.8136
SRR10854827,Peatlands,302,PRJNA570420,Illumina NovaSeq 6000,Peru,South America,6.3272 S 74.8136 W,-6.3272,-74.8136
SRR10854829,Peatlands,302,PRJNA570421,Illumina NovaSeq 6000,Peru,South America,4.5438 S 74.6258 W,-4.5438,-74.6258
SRR10854835,Peatlands,302,PRJNA570422,Illumina NovaSeq 6000,Peru,South America,4.5438 S 74.6258 W,-4.5438,-74.6258
SRR10854813,Peatlands,302,PRJNA570423,Illumina NovaSeq 6000,Peru,South America,4.5438 S 74.6258 W,-4.5438,-74.6258
SRR11567489,Peatlands,302,PRJNA621940,Illumina NovaSeq 6000,Peru,South America,3.8385 S 73.3213 W,-3.8385,-73.3213
SRR18077944,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,25.888 N 80.707 W,25.888,-80.707
SRR18077946,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.300 N 80.447 W,26.3,-80.447
SRR18077947,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.419 N 80.474 W,26.419,-80.474
SRR18077948,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.093 N 80.801 W,26.093,-80.801
SRR18077949,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.071 N 80.786 W,26.071,-80.786
SRR18077950,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,25.888 N 80.707 W,25.888,-80.707
SRR18077952,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,25.888 N 80.707 W,25.888,-80.707
SRR18077953,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.093 N 80.801 W,26.093,-80.801
SRR18077954,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.071 N 80.786 W,26.071,-80.786
SRR18077955,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.300 N 80.447 W,26.3,-80.447
SRR18077956,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.419 N 80.474 W,26.419,-80.474
SRR18077958,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.093 N 80.801 W,26.093,-80.801
SRR18077959,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.071 N 80.786 W,26.071,-80.786
SRR18077960,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.300 N 80.447 W,26.3,-80.447
SRR18077961,Peatlands,302,PRJNA808433,Illumina NovaSeq 6000,USA,North America,26.419 N 80.474 W,26.419,-80.474
SRR6307338,Peatlands,302,PRJNA419081,Illumina HiSeq 2500,Chile,South America,55.10815 S 67.62295 W,-55.10815,-67.62295
SRR21679871,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679866,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679880,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679865,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679884,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679862,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679861,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679873,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679863,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR21679882,Peatlands,502,PRJNA883528,Illumina HiSeq 2500,Indonesia,Asia,1.68 S 103.83 E,-1.68,103.83
SRR3989117,Peatlands,300,PRJNA330054,Illumina HiSeq 2000,USA,North America,71.28381 N 156.5985 W,71.28381,-156.5985
SRR3989121,Peatlands,300,PRJNA330055,Illumina HiSeq 2000,USA,North America,71.29055 N 156.788643 W,71.29055,-156.788643
SRR3989219,Peatlands,300,PRJNA330058,Illumina HiSeq 2000,USA,North America,71.28381 N 156.5985 W,71.28381,-156.5985
SRR3989220,Peatlands,300,PRJNA330059,Illumina HiSeq 2000,USA,North America,71.290565 N 156.788622 W,71.290565,-156.788622
SRR3989238,Peatlands,300,PRJNA330062,Illumina HiSeq 2000,USA,North America,71.290565 N 156.788622 W,71.290565,-156.788622
SRR3989239,Peatlands,300,PRJNA330063,Illumina HiSeq 2000,USA,North America,71.28381 N 156.5985 W,71.28381,-156.5985
SRR3989237,Peatlands,300,PRJNA330064,Illumina HiSeq 2000,USA,North America,71.28381 N 156.5985 W,71.28381,-156.5985
SRR3989240,Peatlands,300,PRJNA330065,Illumina HiSeq 2500,USA,North America,71.28381 N 156.5985 W,71.28381,-156.5985
SRR3989256,Peatlands,314,PRJNA330164,Illumina HiSeq 2000,USA,North America,71.28381 N 156.5985 W,71.28381,-156.5985
SRR3989255,Peatlands,314,PRJNA330165,Illumina HiSeq 2000,USA,North America,71.28381 N 156.5985 W,71.28381,-156.5985
SRR3989258,Peatlands,300,PRJNA330169,Illumina HiSeq 2000,USA,North America,71.290884 N 156.788063 W,71.290884,-156.788063
SRR3985390,Peatlands,300,PRJNA330277,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985391,Peatlands,300,PRJNA330278,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985396,Peatlands,300,PRJNA330279,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985397,Peatlands,300,PRJNA330280,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985395,Peatlands,300,PRJNA330281,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3984962,Peatlands,300,PRJNA330282,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3984961,Peatlands,300,PRJNA330283,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985394,Peatlands,300,PRJNA330284,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3984960,Peatlands,300,PRJNA330286,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985186,Peatlands,300,PRJNA330287,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985418,Peatlands,300,PRJNA330288,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985419,Peatlands,300,PRJNA330289,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3984963,Peatlands,300,PRJNA330290,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985188,Peatlands,300,PRJNA330291,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985421,Peatlands,300,PRJNA330292,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985424,Peatlands,300,PRJNA330293,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985190,Peatlands,300,PRJNA330294,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985527,Peatlands,300,PRJNA330296,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR8090375,Peatlands,300,PRJNA330299,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985368,Peatlands,300,PRJNA330300,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985370,Peatlands,300,PRJNA330303,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985383,Peatlands,300,PRJNA330307,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR3985385,Peatlands,300,PRJNA330311,Illumina HiSeq 2000,USA,North America,71.2999 N 156.61 W,71.2999,-156.61
SRR5823773,Peatlands,302,PRJNA364951,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5824231,Peatlands,302,PRJNA364952,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5824230,Peatlands,302,PRJNA364953,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5824233,Peatlands,302,PRJNA364954,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5824234,Peatlands,302,PRJNA364955,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5824229,Peatlands,302,PRJNA364956,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5824232,Peatlands,302,PRJNA364957,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5824228,Peatlands,302,PRJNA364958,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5824346,Peatlands,302,PRJNA364960,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825477,Peatlands,302,PRJNA364961,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825486,Peatlands,302,PRJNA364962,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825480,Peatlands,302,PRJNA364963,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825479,Peatlands,302,PRJNA364964,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825482,Peatlands,302,PRJNA364965,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825484,Peatlands,302,PRJNA364966,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825478,Peatlands,302,PRJNA364967,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825485,Peatlands,302,PRJNA364968,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825842,Peatlands,302,PRJNA364970,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825840,Peatlands,302,PRJNA364971,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825841,Peatlands,302,PRJNA364973,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825847,Peatlands,302,PRJNA364974,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825844,Peatlands,302,PRJNA364975,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825846,Peatlands,302,PRJNA364976,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5825845,Peatlands,302,PRJNA364977,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5829246,Peatlands,302,PRJNA364978,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5829222,Peatlands,302,PRJNA364979,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5828270,Peatlands,302,PRJNA364980,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5828267,Peatlands,302,PRJNA364981,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5828269,Peatlands,302,PRJNA364983,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5828265,Peatlands,302,PRJNA364985,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5828266,Peatlands,302,PRJNA364987,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5828611,Peatlands,302,PRJNA364988,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR5440529,Peatlands,302,PRJNA382698,Illumina HiSeq 2000,USA,North America,47.506 N 93.454 W,47.506,-93.454
SRR5440530,Peatlands,302,PRJNA382698,Illumina HiSeq 2000,USA,North America,47.506 N 93.454 W,47.506,-93.454
SRR5440535,Peatlands,302,PRJNA382698,Illumina HiSeq 2000,USA,North America,47.505 N 93.489 W,47.505,-93.489
SRR5440534,Peatlands,302,PRJNA382698,Illumina HiSeq 2000,USA,North America,47.506 N 93.454 W,47.506,-93.454
SRR5440531,Peatlands,302,PRJNA382698,Illumina HiSeq 2000,USA,North America,47.506 N 93.454 W,47.506,-93.454
SRR5440533,Peatlands,302,PRJNA382698,Illumina HiSeq 2000,USA,North America,47.506 N 93.454 W,47.506,-93.454
SRR6181329,Peatlands,302,PRJNA406762,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6181340,Peatlands,302,PRJNA406763,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6181341,Peatlands,302,PRJNA406764,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6181346,Peatlands,302,PRJNA406765,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6181347,Peatlands,302,PRJNA406766,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6182195,Peatlands,302,PRJNA406767,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6182196,Peatlands,302,PRJNA406768,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6182164,Peatlands,302,PRJNA406769,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6182818,Peatlands,302,PRJNA406770,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6182817,Peatlands,302,PRJNA406771,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6182855,Peatlands,302,PRJNA406772,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6182856,Peatlands,302,PRJNA406773,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6182865,Peatlands,302,PRJNA406774,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6183195,Peatlands,302,PRJNA406775,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6183461,Peatlands,302,PRJNA406776,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6183406,Peatlands,302,PRJNA406777,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6183484,Peatlands,302,PRJNA406778,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6183613,Peatlands,302,PRJNA406779,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6183662,Peatlands,302,PRJNA406780,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6183537,Peatlands,302,PRJNA406781,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR6183736,Peatlands,302,PRJNA406783,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR7027735,Peatlands,302,PRJNA443580,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027741,Peatlands,302,PRJNA443581,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027739,Peatlands,302,PRJNA443582,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027740,Peatlands,302,PRJNA443583,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027738,Peatlands,302,PRJNA443584,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027742,Peatlands,302,PRJNA443585,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027744,Peatlands,302,PRJNA443586,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027743,Peatlands,302,PRJNA443587,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027745,Peatlands,302,PRJNA443588,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027752,Peatlands,302,PRJNA443589,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027753,Peatlands,302,PRJNA443590,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027823,Peatlands,302,PRJNA443591,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027795,Peatlands,302,PRJNA443592,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027822,Peatlands,302,PRJNA443593,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027834,Peatlands,302,PRJNA443594,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027835,Peatlands,302,PRJNA443595,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027836,Peatlands,302,PRJNA443596,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027837,Peatlands,302,PRJNA443597,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027860,Peatlands,302,PRJNA443598,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027862,Peatlands,302,PRJNA443599,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027863,Peatlands,302,PRJNA443600,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027864,Peatlands,302,PRJNA443601,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027866,Peatlands,302,PRJNA443602,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027865,Peatlands,302,PRJNA443603,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027867,Peatlands,302,PRJNA443604,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027868,Peatlands,302,PRJNA443605,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027877,Peatlands,302,PRJNA443606,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027918,Peatlands,302,PRJNA443607,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7027994,Peatlands,302,PRJNA443609,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028008,Peatlands,302,PRJNA443610,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028199,Peatlands,302,PRJNA443611,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028231,Peatlands,302,PRJNA443612,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028236,Peatlands,302,PRJNA443613,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028227,Peatlands,302,PRJNA443614,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028244,Peatlands,302,PRJNA443615,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028363,Peatlands,302,PRJNA443616,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028364,Peatlands,302,PRJNA443617,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR6946416,Peatlands,302,PRJNA443832,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR7028380,Peatlands,302,PRJNA444884,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028477,Peatlands,302,PRJNA444885,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028480,Peatlands,302,PRJNA444886,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028485,Peatlands,302,PRJNA444887,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028486,Peatlands,302,PRJNA444888,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028484,Peatlands,302,PRJNA444889,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7028531,Peatlands,302,PRJNA444890,Illumina HiSeq 2500,USA,North America,47.5028 N 93.4828 W,47.5028,-93.4828
SRR7974601,Peatlands,302,PRJNA465656,Illumina HiSeq 2500,USA,North America,47.1149 N 88.5476 W,47.1149,-88.5476
SRR8543849,Peatlands,302,PRJNA518431,Illumina NovaSeq 6000,USA,North America,47.6516 N 122.3045 W,47.6516,-122.3045
SRR8544180,Peatlands,302,PRJNA518441,Illumina NovaSeq 6000,USA,North America,47.6516 N 122.3045 W,47.6516,-122.3045
SRR10968273,Peatlands,302,PRJNA566911,Illumina NovaSeq 6000,USA,North America,64.9142 N 147.835 W,64.9142,-147.835
SRR10968272,Peatlands,302,PRJNA566912,Illumina NovaSeq 6000,USA,North America,64.9141 N 147.8344 W,64.9141,-147.8344
SRR10968276,Peatlands,302,PRJNA566913,Illumina NovaSeq 6000,USA,North America,64.9141 N 147.834 W,64.9141,-147.834
SRR10968274,Peatlands,302,PRJNA566914,Illumina NovaSeq 6000,USA,North America,64.9142 N 147.8349 W,64.9142,-147.8349
SRR10968275,Peatlands,302,PRJNA566915,Illumina NovaSeq 6000,USA,North America,64.9144 N 147.8354 W,64.9144,-147.8354
SRR10968277,Peatlands,302,PRJNA566916,Illumina NovaSeq 6000,USA,North America,64.9142 N 147.835 W,64.9142,-147.835
SRR10968278,Peatlands,302,PRJNA566917,Illumina NovaSeq 6000,USA,North America,64.9142 N 147.835 W,64.9142,-147.835
SRR10968281,Peatlands,302,PRJNA566918,Illumina NovaSeq 6000,USA,North America,64.9141 N 147.8344 W,64.9141,-147.8344
SRR10968280,Peatlands,302,PRJNA566919,Illumina NovaSeq 6000,USA,North America,64.9141 N 147.8344 W,64.9141,-147.8344
SRR10968279,Peatlands,302,PRJNA566920,Illumina NovaSeq 6000,USA,North America,64.9096 N 147.9451 W,64.9096,-147.9451
SRR10968282,Peatlands,302,PRJNA566921,Illumina NovaSeq 6000,USA,North America,64.9123 N 147.839 W,64.9123,-147.839
SRR10968223,Peatlands,302,PRJNA567017,Illumina NovaSeq 6000,USA,North America,64.9144 N 147.8354 W,64.9144,-147.8354
SRR10968270,Peatlands,302,PRJNA567018,Illumina NovaSeq 6000,USA,North America,64.9096 N 147.9451 W,64.9096,-147.9451
SRR10968271,Peatlands,302,PRJNA567019,Illumina NovaSeq 6000,USA,North America,64.9141 N 147.8348 W,64.9141,-147.8348
SRR11070432,Peatlands,302,PRJNA567020,Illumina NovaSeq 6000,USA,North America,64.9123 N 147.839 W,64.9123,-147.839
